ticker,name,sector,industry,market_cap,pe_ratio,ps_ratio,ev_to_ebitda,roe,profit_margin,debt_to_equity,dividend_yield,rev_growth_qoq,analyst_rec,target_price,current_ratio,quick_ratio,proxy_peg,free_cash_flow,ebit
MMM,3M Company,Industrials,Conglomerates,80316489728,25.415,3.2194,14.548,0.755,0.1303,276.638,2,0.02,buy,178.7329,1.708,1.195,12.71,1396000000,5159000000
AOS,A.O. Smith Corporation,Industrials,Specialty Industrial Machinery,9772948480,18.3558,2.5516,12.262,0.292,0.1426,10.974,1.94,0,hold,79.9091,1.497,0.899,,546000000,728600000
ABT,Abbott Laboratories,Healthcare,Medical Devices,1.90E+11,29.3226,4.276,16.52,0.1296,0.1472,26.787,2.27,0.044,buy,133.3892,1.576,1.023,6.66,7395000000,8959000000
ABBV,AbbVie Inc.,Healthcare,Drug Manufacturers - General,4.06E+11,96.9705,6.6442,16.204,62.25,0.0691,,2.98,0.1,buy,248.8621,0.671,0.412,9.7,17816000000,9490000000
ACN,Accenture plc,Technology,Information Technology Services,1.33E+11,17.7874,1.8856,10.538,0.2502,0.1076,25.694,3.05,0.06,buy,286.1067,1.411,1.29,2.96,10874360000,10498948000
ADBE,Adobe Inc.,Technology,Software - Application,1.18E+11,16.8007,4.9442,12.52,0.5543,0.3,57.266,0,0.105,buy,399.9812,0.996,0.877,1.6,9852000000,8997000000
AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductors,3.19E+11,75.0728,9.2226,47.241,0.0708,0.1252,6.359,0,0.341,buy,289.7174,2.85,1.784,2.2,6735000000,4271000000
AES,The AES Corporation,Utilities,Utilities - Diversified,10101436416,9.3322,0.8258,13.636,0.0195,0.0744,259.393,4.95,0.047,buy,15.3333,0.766,0.39,1.99,-4640000000,2379000000
AFL,AFLAC Incorporated,Financial Services,Insurance - Life,58150436864,16.2683,3.3879,13.007,0.1312,0.2124,42.682,2.2,-0.099,hold,113,1.07,0.953,,,
A,"Agilent Technologies, Inc.",Healthcare,Diagnostics & Research,32636866560,25.4163,4.6195,17.971,0.1995,0.1826,51.39,0.86,0.07,buy,161.7222,2.066,1.468,3.63,1152000000,1547000000
APD,"Air Products and Chemicals, Inc",Basic Materials,Specialty Chemicals,60985475072,,4.9954,95.454,-0.0167,-0.0273,101.991,2.62,0.058,buy,302.3632,1.459,1.008,,-3765800000,-226700000
ABNB,"Airbnb, Inc.",Consumer Cyclical,Travel Services,79912214528,33.0757,6.5282,28.244,0.3023,0.2051,27.698,0,0.12,buy,144.8333,1.377,0.821,2.76,,2544000000
AKAM,"Akamai Technologies, Inc.",Technology,Software - Infrastructure,14443170816,32.4707,3.4322,16.193,0.0917,0.1074,114.024,0,0.074,buy,108.5922,2.363,2.047,4.39,699265000,633164000
ALB,Albemarle Corporation,Basic Materials,Specialty Chemicals,19166670848,,3.7269,31.859,-0.0466,-0.0993,33.954,0.99,0.159,buy,188.74,2.229,1.325,,692466000,-344422000
ARE,Alexandria Real Estate Equities,Real Estate,REIT - Office,8759467008,,2.9034,12.825,-0.0586,-0.4738,66.615,7.88,-0.052,hold,60.0714,1.617,1.369,,,-990028000
ALGN,"Align Technology, Inc.",Healthcare,Medical Instruments & Supplies,12359297024,30.4876,3.0631,13.551,0.1039,0.1017,2.826,0,0.053,buy,200.1428,1.363,1.173,5.75,490778000,585311000
ALLE,Allegion plc,Industrials,Security & Protection Services,12946804736,20.1732,3.1831,14.817,0.3608,0.1583,104,1.37,0.093,hold,179.5455,1.842,1.091,2.17,685700000,869400000
LNT,Alliant Energy Corporation,Utilities,Utilities - Regulated Electric,18403569664,22.793,4.2191,16.261,0.113,0.1857,168.08,2.88,0.09,buy,74.0909,0.799,0.486,2.53,,1147000000
ALL,Allstate Corporation (The),Financial Services,Insurance - Property & Casualty,54762061824,5.5424,0.8091,4.723,0.3952,0.1519,25.091,2.04,0.051,buy,240.0952,0.366,0.236,1.09,9882000000,13555000000
GOOGL,Alphabet Inc.,Communication Services,Internet Content & Information,3.62E+12,27.6824,8.9779,23.838,0.3571,0.3281,16.133,0.28,0.18,strong_buy,376.86,2.005,1.847,1.54,73266000000,1.60E+11
GOOG,Alphabet Inc.,Communication Services,Internet Content & Information,3.61E+12,27.6667,8.9728,23.841,0.3571,0.3281,16.133,0.28,0.18,strong_buy,359.2353,2.005,1.847,1.54,73266000000,1.60E+11
MO,"Altria Group, Inc.",Consumer Defensive,Tobacco,1.11E+11,16.068,5.5181,10.592,,0.345,,6.33,-0.005,buy,64.6667,0.648,0.517,,8611000000,
AMZN,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail,2.30E+12,29.9679,3.2129,16.509,0.2229,0.1083,43.435,0,0.136,strong_buy,280.4677,1.051,0.844,2.2,7695000000,99585000000
AMCR,Amcor plc,Consumer Cyclical,Packaging & Containers,19872583680,32.3383,1.0134,12.404,0.0773,0.0304,138.731,5.95,0.681,none,53.4909,1.301,0.641,0.47,810000000,1046000000
AEE,Ameren Corporation,Utilities,Utilities - Regulated Electric,30829625344,20.8467,3.6399,13.665,0.1134,0.1719,147.125,2.69,-0.088,buy,115.5385,0.658,0.307,,-821000000,2373000000
AEP,American Electric Power Company,Utilities,Utilities - Regulated Electric,71507304448,19.8812,3.2688,13.595,0.1249,0.1636,154.237,2.88,0.132,buy,136.3684,0.455,0.253,1.51,-1639000000,5750000000
AXP,American Express Company,Financial Services,Credit Services,2.06E+11,19.4691,3.0818,,0.3399,0.1617,190.921,1.24,0.106,buy,378.9365,1.405,1.391,1.84,16003000000,
AIG,"American International Group, I",Financial Services,Insurance - Diversified,42016788480,14.3407,1.5789,5.135,0.074,0.1163,24.408,2.25,-0.072,buy,87.45,0.622,0.222,,,4275000000
AMT,American Tower Corporation (REI,Real Estate,REIT - Specialty,88250318848,34.9093,8.2906,19.927,0.2628,0.2376,434.211,3.62,0.075,buy,216.5238,0.397,0.342,4.65,3783600000,4403600000
AWK,"American Water Works Company, I",Utilities,Utilities - Regulated Water,26547402752,23.9007,5.1649,15.08,0.105,0.2162,146.987,2.46,0.058,hold,137.7,0.462,0.209,4.12,-1242000000,2037000000
AMP,"Ameriprise Financial, Inc.",Financial Services,Asset Management,42846257152,12.7152,2.2657,,0.6051,0.1884,57.597,1.35,0.086,buy,570,2.29,1.46,1.48,8161000000,4830000000
AME,"AMETEK, Inc.",Industrials,Specialty Industrial Machinery,51394166784,34.8836,6.9441,22.92,0.1459,0.2,24.194,0.6,0.134,buy,249.1765,1.062,0.573,2.6,1671515000,1879593000
AMGN,Amgen Inc.,Healthcare,Drug Manufacturers - General,1.98E+11,25.8187,5.3891,14.712,1.061,0.2098,640.275,2.74,0.086,buy,350.0357,1.14,0.734,3,8100000000,11731000000
APH,Amphenol Corporation,Technology,Electronic Components,1.65E+11,40.2006,7.1444,24.703,0.3685,0.1849,118.935,0.73,0.491,buy,169.4444,2.979,2.374,0.82,4378100000,5968500000
ADI,"Analog Devices, Inc.",Technology,Semiconductors,1.56E+11,58.2834,13.2387,30.339,0.0786,0.2302,25.753,1.23,0.304,buy,383.0625,1.756,1.249,1.92,4278650000,3029828000
AON,Aon plc,Financial Services,Insurance Brokers,72825446400,19.9192,4.2387,15.225,0.4694,0.2151,168.318,0.88,0.037,buy,397.421,1.11,0.298,5.38,3218000000,5574000000
APA,APA Corporation,Energy,Oil & Gas E&P,11785485312,7.8804,1.357,3.234,0.2532,0.1651,68.685,3.09,-0.28,hold,28.6786,0.825,0.614,,709000000,1908000000
APO,"Apollo Global Management, Inc. ",Financial Services,Asset Management,63149981696,19.639,1.9863,,0.147,0.1098,99.468,1.83,0.877,buy,156.8824,1.659,1.615,0.22,,7047000000
AAPL,Apple Inc.,Technology,Consumer Electronics,3.77E+12,32.4456,8.6602,25.147,1.5202,0.2704,102.63,0.4,0.157,buy,293.3134,0.974,0.845,2.07,98767000000,1.33E+11
AMAT,"Applied Materials, Inc.",Technology,Semiconductor Equipment & Materials,2.63E+11,34.0472,9.3279,30.79,0.3886,0.2778,33.108,0.53,-0.021,buy,410.625,2.715,1.74,,5698000000,9540000000
APP,Applovin Corporation,Communication Services,Advertising Agencies,1.70E+11,50.244,31.0437,40.399,2.1294,0.6083,171.801,0,0.659,buy,648.57,3.322,3.229,0.76,3942776000,4159926000
APTV,Aptiv PLC,Consumer Cyclical,Auto Parts,15632265216,96.46,0.7664,6.864,0.0195,0.0081,85.209,0,0.05,buy,100.8824,1.736,1.168,19.29,1529000000,1280000000
ACGL,Arch Capital Group Ltd.,Financial Services,Insurance - Diversified,35076808704,8.3388,1.7601,6.235,0.1954,0.2207,11.919,0,0.085,buy,109.3158,1.077,0.498,0.98,6128000000,5127000000
ADM,Archer-Daniels-Midland Company,Consumer Defensive,Farm Products,32620675072,30.3991,0.4064,16.271,0.0472,0.0134,42.376,3.13,-0.137,none,60.7273,1.365,0.287,,4204000000,1867000000
ARES,Ares Management Corporation,Financial Services,Asset Management,36417679360,64.3567,6.5014,36.197,0.1352,0.0942,163.448,4.61,0.195,buy,170.5882,0.472,0.406,3.3,3194781000,2054353000
ANET,"Arista Networks, Inc.",Technology,Computer Hardware,1.71E+11,49.5127,19.0395,41.856,0.314,0.3899,0.179,0,0.289,strong_buy,178.0634,3.048,2.349,1.71,4252400000,3856100000
AJG,Arthur J. Gallagher & Co.,Financial Services,Insurance Brokers,58533957632,39.6638,4.4995,20.492,0.0691,0.1148,58.354,1.22,0.367,buy,281.9444,1.056,0.202,1.08,1785000000,2510000000
AIZ,"Assurant, Inc.",Financial Services,Insurance - Property & Casualty,11136035840,13.1418,0.869,7.697,0.159,0.0681,38.845,1.48,0.079,buy,261.3333,0.405,0.15,1.66,1598400000,1197100000
T,AT&T Inc.,Communication Services,Telecom Services,2.02E+11,9.3865,1.61,8.184,0.188,0.1747,124.179,3.83,0.036,buy,29.413,0.906,0.605,2.61,19442000000,33811000000
ATO,Atmos Energy Corporation,Utilities,Utilities - Regulated Gas,30739382272,24.2249,6.3128,16.698,0.0924,0.2567,67.443,2.16,0.142,hold,180.9,1.13,0.759,1.71,-1511943000,1649712000
ADSK,"Autodesk, Inc.",Technology,Software - Application,54901641216,49.5162,7.6189,29.311,0.3968,0.156,89.787,0,0.194,strong_buy,331.752,0.851,0.695,2.55,2376000000,1794000000
ADP,"Automatic Data Processing, Inc.",Technology,Software - Application,90685497344,21.5596,4.2747,14.821,0.7384,0.1996,70.044,3.05,0.062,hold,276.7143,1.032,0.081,3.48,4392700000,5766000000
AZO,"AutoZone, Inc.",Consumer Cyclical,Auto Parts,61442891776,25.7753,3.1333,17.699,,0.1247,,0,0.082,buy,4225.375,0.89,0.029,3.14,1790080000,3621128000
AVB,"AvalonBay Communities, Inc.",Real Estate,REIT - Residential,25137350656,23.9905,8.2656,18.744,0.0889,0.3457,80.256,3.97,0.037,buy,197.275,0.406,0.08,6.48,1406163000,1314645000
AVY,Avery Dennison Corporation,Consumer Cyclical,Packaging & Containers,13841672192,20.3958,1.5631,12.565,0.3021,0.0777,176.335,2.05,0.039,buy,211.9,1.127,0.661,5.23,699000000,1070500000
AXON,"Axon Enterprise, Inc.",Industrials,Aerospace & Defense,46100828160,387.4392,16.5858,858.615,0.0448,0.0449,59.107,0,0.385,buy,735.0133,2.526,2.104,10.06,75081000,113212000
BKR,Baker Hughes Company,Energy,Oil & Gas Equipment & Services,59916779520,23.3192,2.1605,13.343,0.1455,0.0933,35.255,1.53,0.003,buy,61.381,1.357,0.746,77.73,2537000000,3099000000
BALL,Ball Corporation,Consumer Cyclical,Packaging & Containers,16719722496,18.9061,1.2704,11.422,0.1612,0.0693,136.027,1.27,0.162,buy,70.1538,1.114,0.696,1.17,788000000,1442000000
BAC,Bank of America Corporation,Financial Services,Banks - Diversified,3.52E+11,12.6601,3.279,,0.1022,0.284,,2.25,0.072,buy,62.3542,,,1.76,,
BAX,Baxter International Inc.,Healthcare,Medical Instruments & Supplies,9145060352,,0.8133,8.601,-0.1371,-0.0851,160.275,1.94,0.08,hold,21.6333,2.314,1.312,,323000000,-215000000
BDX,"Becton, Dickinson and Company",Healthcare,Medical Instruments & Supplies,60697112576,27.375,2.7685,11.118,0.0696,0.0801,77.284,2.47,0.016,buy,197.1538,1.049,0.372,17.11,2671000000,2494000000
BRK-B,Berkshire Hathaway Inc. New,Financial Services,Insurance - Diversified,1.07E+12,15.9086,2.8902,-2.124,0.0981,0.1803,18.809,0,-0.007,buy,523,7.067,6.623,,11616000000,1.16E+11
BBY,"Best Buy Co., Inc.",Consumer Cyclical,Specialty Retail,13929714688,21.8812,0.3341,6.212,0.3704,0.0256,139.44,5.85,-0.01,buy,74.85,1.107,0.362,,1392000000,1346000000
TECH,Bio-Techne Corp,Healthcare,Biotechnology,8428139008,101.6415,6.9334,26.973,0.0397,0.0667,17.449,0.57,-0.004,buy,75.25,4.539,2.593,,256550000,106972000
BIIB,Biogen Inc.,Healthcare,Drug Manufacturers - General,26858276864,20.844,2.7155,8.448,0.0739,0.1307,36.466,0,-0.071,buy,205.6667,2.679,1.697,,1969200000,1824000000
BLK,"BlackRock, Inc.",Financial Services,Asset Management,1.49E+11,27.1387,6.1516,17.28,0.1072,0.2293,24.367,2.21,0.234,buy,1328.4375,2.039,1.46,1.16,3552000000,8233000000
BX,Blackstone Inc.,Financial Services,Asset Management,1.36E+11,28.5891,9.5721,,0.2923,0.2124,66.531,4.1,0.506,buy,162.579,1.01,0.956,0.57,3420253000,
XYZ,"Block, Inc.",Technology,Software - Infrastructure,40184885248,31.4905,1.661,20.337,0.0601,0.054,40.444,0,0.036,buy,85.5169,2.201,1.147,8.75,1553403000,1686548000
BK,The Bank of New York Mellon Cor,Financial Services,Banks - Diversified,80069623808,15.5162,4.0027,,0.129,0.2774,,1.82,0.078,buy,133.8333,,,1.99,-782000000,
BA,Boeing Company (The),Industrials,Aerospace & Defense,1.81E+11,92.51,2.0221,-62.418,2.9008,0.025,1032.894,0,0.571,buy,271.625,1.188,0.377,1.62,-1886000000,5406000000
BKNG,Booking Holdings Inc. Common St,Consumer Cyclical,Travel Services,1.47E+11,27.4999,5.4542,14.672,,0.2008,,0.85,0.16,buy,5816.7715,1.333,1.259,1.72,9087000000,8449000000
BSX,Boston Scientific Corporation,Healthcare,Medical Devices,1.06E+11,36.8247,5.2809,22.205,0.1244,0.1444,48.921,0,0.159,strong_buy,104.2424,1.617,0.899,2.32,3404000000,3734000000
BMY,Bristol-Myers Squibb Company,Healthcare,Drug Manufacturers - General,1.22E+11,17.2948,2.5286,8.383,0.4044,0.1464,254.982,4.15,0.013,hold,62.16,1.255,1.076,13.3,12845000000,11219000000
AVGO,Broadcom Inc.,Technology,Semiconductors,1.61E+12,71.2342,23.5442,4.477,0.3337,0.3657,166.032,0.78,0.164,strong_buy,466.0338,1.902,1.343,4.34,26914000000,25939000000
BR,"Broadridge Financial Solutions,",Technology,Information Technology Services,22834880512,21.6122,3.1802,14.529,0.4179,0.1486,117.175,2.04,0.078,none,245.875,0.972,0.824,2.77,1056400000,1194500000
BRO,"Brown & Brown, Inc.",Financial Services,Insurance Brokers,24976637952,23.1503,4.334,16.022,0.1123,0.1829,62.976,0.86,0.362,hold,83.4286,1.039,0.381,0.64,1382000000,1677000000
BF-B,Brown Forman Inc,Consumer Defensive,Beverages - Wineries & Distilleries,11672878080,14.7368,2.9854,11.805,0.2042,0.2064,67.246,3.5,0.02,hold,29.1118,2.767,0.893,7.37,431000000,1203000000
BLDR,"Builders FirstSource, Inc.",Industrials,Building Products & Equipment,10197787648,23.7018,0.6713,11.238,0.1006,0.0286,117.187,0,-0.121,buy,127.2857,1.859,1.083,,853284000,786276000
BG,Bunge Limited,Consumer Defensive,Farm Products,22683136000,23.7287,0.3225,17.796,0.0596,0.0116,91.006,2.47,0.755,strong_buy,129.6,1.612,0.451,0.31,-879000000,1762000000
BXP,"BXP, Inc.",Real Estate,REIT - Office,9391986688,30.4856,2.9787,16.9,0.0492,0.0878,225.995,5.05,-0.319,buy,73.65,0.923,0.858,,,729305000
CHRW,"C.H. Robinson Worldwide, Inc.",Industrials,Integrated Freight & Logistics,21138231296,36.971,1.3022,26.465,0.3291,0.0362,75.604,1.36,-0.065,buy,193.52,1.528,1.462,,843976000,794961000
CDNS,"Cadence Design Systems, Inc.",Technology,Software - Application,82497806336,73.837,15.5751,42.588,0.2186,0.2093,48.707,0,0.062,strong_buy,371.8192,2.856,2.507,11.91,1586910000,1638584000
CPT,Camden Property Trust,Real Estate,REIT - Residential,11309824000,30.0282,7.1276,17.257,0.086,0.2423,88.402,3.9,0.022,buy,115.5227,0.029,0.021,13.65,386219000,537156000
CPB,The Campbell's Company,Consumer Defensive,Packaged Foods,7611635200,13.1603,0.7493,7.967,0.1482,0.0569,184.567,6.23,-0.034,hold,30.8333,0.819,0.299,,705000000,1141000000
COF,Capital One Financial Corporati,Financial Services,Credit Services,1.16E+11,55.5566,3.5418,,0.0239,0.0748,,1.65,0.516,buy,276.7143,,,1.08,26140000000,
CAH,"Cardinal Health, Inc.",Healthcare,Medical Distribution,51701284864,31.5675,0.2113,14.98,,0.0068,,0.95,0.188,buy,249.2667,0.906,0.38,1.68,1850000000,2316000000
CCL,Carnival Corporation,Consumer Cyclical,Travel Services,35688120320,12.755,1.3405,8.898,0.2563,0.1037,227.882,0.55,0.066,buy,38.0913,0.322,0.227,1.93,2607000000,4121000000
CARR,Carrier Global Corporation,Industrials,Building Products & Equipment,48754778112,34.5148,2.2419,18.25,0.1092,0.0682,87.719,1.59,-0.06,buy,71.799,1.199,0.66,,2121000000,2256000000
CVNA,Carvana Co.,Consumer Cyclical,Auto & Truck Dealerships,69677506560,37.6724,3.4287,23.535,0.6795,0.0692,133.119,0,0.58,buy,428.5,4.311,2.016,0.65,889000000,-385000000
CAT,"Caterpillar, Inc.",Industrials,Farm & Heavy Construction Machinery,3.23E+11,36.7532,4.779,26.019,0.4353,0.1314,206.67,0.86,0.18,buy,730.3292,1.436,0.871,2.04,7453000000,12043000000
CBOE,"Cboe Global Markets, Inc.",Financial Services,Financial Data & Stock Exchanges,31416008704,28.8329,6.6641,18.681,0.2336,0.2333,30.958,0.94,0.087,hold,282.0769,1.872,1.133,3.31,1681600000,1618900000
CBRE,CBRE Group Inc,Real Estate,Real Estate Services,40643760128,35.474,1.0023,22.563,0.1357,0.0285,106.244,0,0.118,buy,181.5833,1.095,0.875,3.01,1193000000,1294000000
CDW,CDW Corporation,Technology,Information Technology Services,16168099840,15.3694,0.721,10.974,0.4302,0.0476,236.871,2.03,0.063,buy,167.4,1.176,1.058,2.44,1088100000,1654800000
COR,"Cencora, Inc.",Healthcare,Medical Distribution,69775237120,43.0078,0.2142,15.767,1.3347,0.005,472.584,0.67,0.055,buy,408.4616,0.916,0.469,7.82,3207139000,2678089000
CNC,Centene Corporation,Healthcare,Healthcare Plans,21360074752,,0.1213,7.506,-0.2868,-0.0379,90.556,0,0.232,hold,44.7647,1.1,1.045,,4321000000,-6050000000
CNP,"CenterPoint Energy, Inc (Holdin",Utilities,Utilities - Regulated Electric,28523956224,27.3062,3.0484,14.147,0.0964,0.1124,206.599,2.12,0.107,buy,43.9375,0.911,0.318,2.55,-2384000000,2150000000
CF,"CF Industries Holdings, Inc.",Basic Materials,Agricultural Inputs,18403446784,13.1538,2.5979,6.671,0.234,0.2054,46.765,1.81,0.228,hold,97.7368,3.365,2.785,0.58,1801000000,2384000000
CRL,Charles River Laboratories Inte,Healthcare,Diagnostics & Research,8681076736,,2.162,12.994,-0.0423,-0.036,81.947,0,-0.008,buy,197.2,1.292,0.824,,518494000,7526000
SCHW,Charles Schwab Corporation (The,Financial Services,Capital Markets,1.68E+11,20.3591,7.0324,,0.181,0.37,115.32,1.34,0.189,buy,121,0.63,0.63,1.08,8763000000,
CHTR,"Charter Communications, Inc.",Communication Services,Telecom Services,30033326080,6.4075,0.5483,5.988,0.2867,0.0911,482.329,0,-0.023,hold,275.5333,0.387,0.312,,4418000000,12500000000
CVX,Chevron Corporation,Energy,Oil & Gas Integrated,3.80E+11,28.635,2.0556,11.296,0.0723,0.0666,24.323,3.75,-0.082,buy,185.9167,1.155,0.724,,16592000000,20960000000
CMG,"Chipotle Mexican Grill, Inc.",Consumer Cyclical,Restaurants,46921035776,31.1272,3.9345,21.955,0.4736,0.1288,179.319,0,0.049,buy,44.5143,1.235,1.092,6.35,1447590000,2012808000
CB,Chubb Limited,Financial Services,Insurance - Property & Casualty,1.28E+11,12.6794,2.1483,11.555,0.1434,0.1729,30.944,1.17,0.055,buy,337.6956,0.38,0.179,2.31,,12196000000
CHD,"Church & Dwight Company, Inc.",Consumer Defensive,Household & Personal Products,24021413888,33.1242,3.8724,18.525,0.1762,0.1188,59.517,1.23,0.039,buy,103.579,1.066,0.669,8.49,1093000000,1052100000
CIEN,Ciena Corporation,Technology,Communication Equipment,42659012608,358.994,8.3249,74.706,0.082,0.0447,56.715,0,0.331,buy,290.3125,2.814,1.802,10.85,665292000,248051000
CI,The Cigna Group,Healthcare,Healthcare Plans,72803811328,12.2823,0.2648,8.053,0.1513,0.0217,75.137,2.22,0.104,buy,336.6729,0.849,0.668,1.18,8389000000,9189000000
CINF,Cincinnati Financial Corporatio,Financial Services,Insurance - Property & Casualty,25627600896,10.828,2.0289,7.87,0.1604,0.1894,5.568,2.13,0.218,buy,173.6667,0.639,0.533,0.5,3092000000,3033000000
CTAS,Cintas Corporation,Industrials,Specialty Business Services,81163001856,43.7154,7.5186,29.774,0.434,0.1758,72.656,0.88,0.093,hold,216.6842,1.705,0.812,4.7,1757021000,2365310000
CSCO,"Cisco Systems, Inc.",Technology,Communication Equipment,3.11E+11,28.3561,5.2742,20.379,0.2375,0.1876,66.509,2.1,0.097,none,88.8086,0.955,0.737,2.92,13288000000,12693000000
C,"Citigroup, Inc.",Financial Services,Banks - Diversified,1.85E+11,15.1488,2.4464,,0.0683,0.1889,,2.2,0.044,buy,134.7727,,,3.44,-74152000000,
CFG,"Citizens Financial Group, Inc.",Financial Services,Banks - Regional,24884430848,15.0104,3.2576,,0.0724,0.2397,,3.09,0.107,buy,73.05,,,1.4,2037000000,
CLX,Clorox Company (The),Consumer Defensive,Household & Personal Products,13962483712,18.734,2.0661,13.76,9.8718,0.1117,9191.429,4.36,-0.008,hold,123.4706,0.736,0.383,,761000000,1166000000
CME,CME Group Inc.,Financial Services,Financial Data & Stock Exchanges,1.14E+11,28.4471,17.525,24.582,0.1475,0.6258,13.078,1.64,0.08,hold,303.1428,1.032,0.032,3.56,4193600000,5503900000
CMS,CMS Energy Corporation,Utilities,Utilities - Regulated Electric,23671013376,21.8839,2.7721,14.197,0.1086,0.1254,194.861,2.95,0.123,buy,79.1538,0.979,0.516,1.78,-1803000000,2046000000
KO,Coca-Cola Company (The),Consumer Defensive,Beverages - Non-Alcoholic,3.31E+11,25.3043,6.9023,22.733,0.4332,0.2734,139.793,2.67,0.024,buy,83.3644,1.459,0.885,10.54,5296000000,17652000000
CTSH,Cognizant Technology Solutions ,Technology,Information Technology Services,31719526400,14.4123,1.5027,8.012,0.1516,0.1056,7.819,2.01,0.049,buy,89.6352,2.137,1.736,2.94,2595000000,3516000000
COIN,"Coinbase Global, Inc. - 3",Financial Services,Financial Data & Stock Exchanges,53045694464,44.3052,7.7063,30.27,0.1006,0.1831,53.119,0,-0.222,buy,251.1048,2.343,1.375,,,1607478000
CL,Colgate-Palmolive Company,Consumer Defensive,Household & Personal Products,74391674880,35.289,3.6499,16.793,4.9747,0.1046,2343.562,2.24,0.058,buy,97.2105,0.833,0.448,6.08,3634000000,3326000000
CMCSA,Comcast Corporation,Communication Services,Telecom Services,1.15E+11,5.8469,0.9283,5.686,0.2141,0.1617,107.863,4.18,0.012,hold,33.0114,0.882,0.697,4.87,19235000000,30175000000
FIX,"Comfort Systems USA, Inc.",Industrials,Engineering & Construction,46049300480,45.253,5.0595,32.183,0.4924,0.1123,19.739,0.17,0.417,strong_buy,1696.2,1.211,1.156,1.09,1031453000,1300434000
CAG,"ConAgra Brands, Inc.",Consumer Defensive,Packaged Foods,9036398592,,0.8043,9.095,-0.0116,-0.0087,94.229,7.52,-0.068,hold,19.1059,0.891,0.244,,1302600000,1575400000
COP,ConocoPhillips,Energy,Oil & Gas E&P,1.44E+11,18.5024,2.3862,6.631,0.1236,0.1325,37.828,2.88,-0.068,buy,117.037,1.297,1.069,,7243000000,13889000000
ED,"Consolidated Edison, Inc.",Utilities,Utilities - Regulated Electric,40480354304,19.8652,2.3927,11.083,0.0877,0.1196,117.317,3.1,0.089,hold,110.25,1.021,0.83,2.23,36000000,3830000000
